timestamp,x,y,z
0,-2.5,9.43,-0.21
10,-2.43,9.38,-0.27
20,-2.36,9.36,-0.36
30,-2.34,9.31,-0.43
40,-2.34,9.3,-0.53
50,-2.37,9.29,-0.58
60,-2.43,9.3,-0.62
70,-2.49,9.29,-0.61
80,-2.46,9.27,-0.59
90,-2.49,9.3,-0.56
100,-2.59,9.38,-0.58
110,-2.63,9.36,-0.55
120,-2.62,9.35,-0.58
130,-2.64,9.38,-0.61
140,-2.71,9.39,-0.58
150,-2.75,9.42,-0.55
160,-2.83,9.41,-0.57
170,-2.8,9.38,-0.59
180,-2.69,9.35,-0.59
190,-2.63,9.35,-0.55
200,-2.58,9.36,-0.52
210,-2.52,9.35,-0.58
220,-2.53,9.38,-0.6
230,-2.59,9.44,-0.63
240,-2.62,9.45,-0.65
250,-2.59,9.49,-0.71
260,-2.46,9.5,-0.6
270,-2.39,9.5,-0.45
280,-2.37,9.56,-0.3
290,-2.38,9.59,-0.21
300,-2.35,9.56,-0.14
310,-2.34,9.51,-0.13
320,-2.37,9.48,-0.21
330,-2.4,9.47,-0.25
340,-2.42,9.47,-0.33
350,-2.43,9.48,-0.38
360,-2.47,9.5,-0.42
370,-2.47,9.49,-0.47
380,-2.48,9.44,-0.55
390,-2.45,9.37,-0.6
400,-2.5,9.39,-0.56
410,-2.64,9.41,-0.46
420,-2.73,9.37,-0.38
430,-2.67,9.32,-0.41
440,-2.41,9.18,-0.52
450,-2.45,9.29,-0.44
460,-2.41,9.19,-0.2
470,-2.28,9.14,-0.14
480,-2.36,9.14,-0.15
490,-2.49,9.16,-0.29
500,-2.48,9.13,-0.58
510,-2.37,9.07,-0.86
520,-2.37,9.04,-0.96
530,-2.56,9.14,-0.81
540,-2.81,9.32,-0.53
550,-2.72,9.38,-0.42
560,-2.34,9.36,-0.46
570,-2.08,9.36,-0.56
580,-2.03,9.27,-0.76
590,-2.08,9.21,-1.15
600,-2.16,9.13,-1.68
610,-2.27,9.06,-2.1
620,-2.48,9.12,-2.19
630,-2.56,9.26,-2.11
640,-2.63,9.34,-1.84
650,-2.9,9.52,-1.55
660,-3.5,9.75,-1.3
670,-3.36,9.61,-0.96
680,-2.49,9.43,-0.77
690,-1.73,9.23,-0.03
700,-0.46,9.57,-0.35
710,-1.03,9.1,0.54
720,-0.81,8.97,0.52
730,0.68,9.46,0.32
740,0.75,6.4,-0.04
750,-5.03,7.28,-9.44
760,-5.98,3.01,-8.9
770,-1.1,8.95,-1.0
780,7.12,14.12,0.54
790,7.68,8.79,-0.96
800,12.93,5.92,2.54
810,9.29,7.63,7.07
820,-6.11,6.91,3.64
830,-5.02,5.55,0.93
840,-3.16,3.62,1.34
850,-3.01,1.04,-1.65
860,-4.87,-0.89,-1.78
870,-7.6,0.23,-3.8
880,-12.64,1.91,-4.36
890,-14.21,-0.52,-6.59
900,-14.92,-1.97,-4.11
910,-18.13,-2.6,-0.24
920,-21.06,-4.02,3.37
930,-22.54,-2.96,9.48
940,-23.76,-0.28,12.64
950,-25.52,1.83,16.22
960,-27.91,3.38,18.76
970,-27.16,3.75,20.21
980,-24.56,2.25,19.93
990,-21.85,0.75,17.92
1000,-21.07,-1.51,18.75
