timestamp,x,y,z
0,3.33,3.82,11.86
10,3.88,3.94,11.79
20,4.6,4.06,11.41
30,5.0,4.0,10.79
40,5.21,4.07,9.69
50,4.77,3.89,8.71
60,4.31,3.91,7.31
70,3.81,3.87,6.06
80,3.34,3.79,4.69
90,2.72,3.6,3.31
100,1.75,3.32,1.35
110,0.52,3.04,-0.43
120,0.19,3.45,-2.29
130,-0.35,3.71,-4.25
140,-0.73,2.25,-5.54
150,-1.08,0.88,-4.7
160,-2.14,-2.12,-3.98
170,-3.08,-4.53,-2.93
180,-4.76,-5.45,-0.63
190,-6.29,-5.55,3.8
200,-7.47,-4.88,9.88
210,-7.21,-2.85,16.78
220,-5.05,-1.6,20.65
230,-1.87,-2.26,24.69
240,-0.16,-1.7,26.43
250,3.21,-2.69,27.84
260,3.87,-3.08,26.74
270,6.45,-2.95,26.21
280,6.51,-3.88,22.63
290,4.05,-4.48,19.82
300,4.92,-4.14,18.24
310,6.04,-3.37,17.89
320,7.52,-3.4,18.08
330,9.32,-2.82,18.07
340,10.56,-2.5,17.22
350,11.74,-2.91,15.83
360,13.18,-3.29,13.81
370,13.93,-3.89,10.88
380,13.61,-4.13,8.26
390,13.41,-3.55,5.58
400,12.11,-3.01,3.05
410,10.89,-2.58,1.52
420,9.69,-1.66,0.74
430,7.84,-1.44,-0.3
440,6.12,-0.57,-1.75
450,5.19,-0.34,-2.98
460,3.84,-0.15,-3.3
470,1.8,0.37,-3.22
480,-0.43,0.18,-3.4
490,-2.17,-0.86,-3.33
500,-2.84,-1.7,-3.17
510,-2.78,-2.89,-1.89
520,-3.22,-4.22,0.33
530,-4.24,-5.45,3.08
540,-6.08,-5.28,6.37
550,-7.35,-4.35,10.36
560,-7.32,-3.65,14.93
570,-6.69,-2.62,19.01
580,-4.48,-1.87,21.55
590,-2.5,-1.14,22.77
600,-0.93,-0.44,23.54
610,0.16,0.08,23.59
620,0.84,0.05,22.48
630,2.01,-0.18,20.63
640,2.33,-0.03,19.38
650,2.78,-0.91,18.43
660,4.57,-0.77,17.52
670,5.54,-1.37,16.94
680,7.6,-1.37,15.16
690,8.47,-0.54,13.44
700,9.47,-1.16,11.44
710,9.79,-3.03,8.43
720,7.11,-2.4,8.07
730,6.16,-0.03,7.15
740,5.12,0.3,6.58
750,3.63,1.14,6.34
760,2.62,1.79,6.39
770,1.81,2.24,6.44
780,1.12,2.45,6.39
790,0.4,2.76,6.34
800,-0.28,3.01,6.37
810,-0.62,3.16,6.54
820,-0.89,3.25,6.68
830,-1.07,3.3,6.85
840,-1.16,3.34,7.1
850,-1.21,3.32,7.33
860,-1.26,3.29,7.37
870,-1.22,3.15,7.38
880,-1.3,3.17,7.38
890,-1.37,3.23,7.47
900,-1.53,3.4,7.64
910,-1.54,3.46,7.95
920,-1.5,3.62,8.21
930,-1.52,3.69,8.35
940,-1.51,3.83,8.58
950,-1.34,3.85,8.79
960,-1.2,3.87,8.74
970,-1.03,3.77,8.53
980,-0.93,3.68,8.33
990,-0.84,3.68,8.1
1000,-0.9,3.59,8.01
