timestamp,x,y,z
0,-7.79,6.18,2.55
10,-7.74,6.28,2.67
20,-7.67,6.37,2.81
30,-7.71,6.44,2.85
40,-8.0,6.63,2.89
50,-8.49,6.94,3.1
60,-9.0,7.38,3.29
70,-9.36,7.69,3.61
80,-9.68,7.99,3.9
90,-9.92,8.37,4.18
100,-9.71,8.57,4.29
110,-9.03,8.57,4.3
120,-7.92,8.18,4.21
130,-6.65,7.88,3.9
140,-5.26,7.35,3.42
150,-4.33,6.64,2.69
160,-3.1,5.69,2.05
170,-2.04,3.96,1.08
180,-2.25,2.38,-0.71
190,-3.87,1.59,-2.5
200,-4.98,0.23,-3.9
210,-4.77,-1.93,-4.27
220,-4.98,-3.75,-3.98
230,-6.46,-5.39,-2.98
240,-8.67,-6.3,-1.48
250,-11.0,-6.74,0.47
260,-13.47,-6.89,2.77
270,-16.69,-6.71,4.7
280,-20.06,-5.96,6.61
290,-22.93,-3.86,9.28
300,-24.56,-2.41,12.03
310,-24.26,-1.03,14.73
320,-22.9,0.79,17.82
330,-21.33,2.51,20.87
340,-19.03,2.7,22.61
350,-15.73,1.41,23.6
360,-12.68,-0.11,24.66
370,-9.69,-1.12,26.01
380,-7.62,-1.12,27.65
390,-5.61,-0.16,28.76
400,-3.56,0.61,28.96
410,-1.68,1.31,28.54
420,-0.14,1.1,27.33
430,1.48,0.26,25.02
440,2.42,-0.76,21.82
450,2.86,-1.63,18.08
460,3.18,-1.77,14.67
470,3.67,-1.98,11.36
480,3.86,-2.18,8.43
490,4.02,-2.25,6.32
500,4.0,-2.86,4.86
510,4.02,-3.26,3.16
520,4.24,-3.85,1.23
530,4.93,-4.48,-0.57
540,4.88,-4.71,-2.18
550,4.75,-4.1,-3.53
560,4.45,-3.93,-4.38
570,3.64,-4.2,-5.0
580,2.19,-4.47,-5.06
590,-0.18,-4.63,-4.98
600,-2.85,-4.78,-4.64
610,-5.25,-5.05,-3.97
620,-6.8,-5.35,-2.92
630,-7.74,-6.12,-1.47
640,-8.71,-7.21,-0.04
650,-10.1,-8.03,1.31
660,-12.25,-8.35,2.7
670,-15.59,-8.01,4.31
680,-19.63,-6.3,6.48
690,-22.48,-3.62,9.08
700,-24.35,-0.64,11.56
710,-24.54,1.99,13.55
720,-24.06,2.88,14.64
730,-22.66,3.34,14.88
740,-20.51,2.78,14.74
750,-18.35,2.05,14.41
760,-16.22,1.33,14.13
770,-14.61,0.75,14.23
780,-12.7,0.23,15.17
790,-11.12,0.9,16.01
800,-10.21,2.15,16.36
810,-9.89,3.3,16.95
820,-7.47,4.58,16.87
830,-5.06,5.71,15.54
840,-3.21,5.54,15.11
850,-3.08,5.4,13.33
860,-3.48,4.54,10.97
870,-3.58,3.68,10.03
880,-3.96,3.57,8.36
890,-4.01,3.17,8.82
900,-5.61,2.9,7.56
910,-6.22,3.08,6.4
920,-5.74,2.63,6.07
930,-5.28,2.24,5.43
940,-5.04,2.02,4.56
950,-5.11,2.21,3.67
960,-5.45,2.37,2.92
970,-5.97,2.59,2.48
980,-6.66,2.94,2.11
990,-7.44,3.4,1.78
1000,-8.14,3.7,1.44
