timestamp,x,y,z
0,-0.08,9.87,-13.24
10,1.28,10.4,-15.2
20,2.59,11.18,-17.71
30,3.88,11.74,-19.91
40,4.95,11.94,-21.1
50,5.61,11.77,-21.29
60,5.4,11.32,-20.56
70,4.41,10.71,-19.27
80,2.84,9.93,-17.57
90,1.14,9.01,-15.43
100,-0.21,8.04,-13.13
110,-1.0,7.16,-10.82
120,-1.56,6.45,-8.55
130,-2.27,5.7,-6.29
140,-3.17,5.04,-3.92
150,-4.42,4.03,-1.24
160,-6.3,2.96,1.96
170,-8.9,1.62,5.56
180,-12.46,0.09,9.49
190,-17.01,-1.56,13.38
200,-21.92,-3.51,16.67
210,-26.81,-5.55,18.29
220,-31.42,-7.32,17.53
230,-35.63,-8.16,14.2
240,-38.49,-8.34,8.91
250,-39.72,-9.12,3.2
260,-38.69,-10.75,-1.39
270,-35.78,-12.88,-4.12
280,-30.61,-15.94,-5.27
290,-23.84,-18.3,-6.81
300,-17.53,-19.93,-10.56
310,-9.83,-21.41,-16.28
320,1.18,-22.33,-24.18
330,12.67,-20.65,-34.44
340,22.38,-17.16,-43.75
350,30.56,-14.44,-48.83
360,37.11,-12.05,-49.38
370,41.12,-9.9,-47.95
380,42.96,-9.2,-45.26
390,43.17,-8.11,-41.84
400,41.57,-7.38,-38.08
410,38.88,-7.19,-33.63
420,35.36,-7.46,-28.57
430,31.49,-8.19,-23.6
440,26.72,-8.91,-19.47
450,21.23,-9.64,-16.18
460,15.41,-10.12,-14.07
470,8.89,-10.78,-12.66
480,1.42,-11.38,-11.99
490,-6.1,-11.0,-11.71
500,-12.27,-9.68,-11.36
510,-17.01,-8.23,-10.41
520,-20.88,-7.04,-9.42
530,-25.49,-6.46,-8.38
540,-31.74,-5.85,-6.51
550,-37.88,-4.4,-4.35
560,-43.0,-2.53,-2.68
570,-46.47,-0.51,-1.26
580,-47.89,1.55,0.31
590,-46.85,3.17,2.58
600,-44.02,3.43,4.79
610,-40.53,2.16,6.62
620,-37.23,-0.2,7.56
630,-33.68,-2.86,7.31
640,-29.84,-4.92,5.88
650,-25.5,-6.72,3.91
660,-20.89,-8.4,1.33
670,-15.71,-10.11,-2.24
680,-9.11,-12.41,-6.69
690,0.01,-14.44,-12.48
700,10.32,-14.77,-20.4
710,18.7,-13.36,-27.86
720,22.89,-10.32,-33.45
730,25.89,-8.23,-35.93
740,28.15,-6.49,-36.22
750,28.97,-5.2,-35.28
760,29.46,-4.62,-33.13
770,29.69,-4.64,-30.77
780,28.22,-4.05,-28.32
790,25.06,-3.02,-25.62
800,21.44,-2.11,-22.49
810,17.94,-1.61,-19.46
820,14.41,-1.17,-16.83
830,10.92,-0.61,-14.66
840,7.41,0.02,-13.05
850,4.03,0.63,-11.76
860,0.93,1.23,-10.53
870,-1.71,1.73,-9.46
880,-3.87,1.96,-8.46
890,-5.48,2.14,-7.83
900,-6.55,2.43,-7.53
910,-7.03,2.83,-7.64
920,-7.1,3.47,-7.81
930,-7.03,4.14,-7.95
940,-6.9,4.59,-7.99
950,-6.69,4.99,-7.98
960,-6.49,5.23,-7.95
970,-6.23,5.28,-7.94
980,-5.88,5.42,-7.81
990,-5.53,5.46,-7.61
1000,-5.15,5.44,-7.41
