timestamp,x,y,z
0,-3.37,8.42,-4.85
10,-3.43,8.49,-4.92
20,-3.55,8.57,-5.03
30,-3.72,8.71,-5.19
40,-3.92,9.03,-5.43
50,-4.08,9.39,-5.69
60,-4.1,9.97,-6.01
70,-3.96,10.84,-6.53
80,-3.83,12.18,-7.26
90,-3.57,13.75,-8.26
100,-3.22,14.88,-9.57
110,-2.38,15.72,-10.99
120,-1.15,16.26,-12.39
130,-0.26,16.6,-13.48
140,0.38,16.68,-14.08
150,0.83,16.59,-14.24
160,1.23,16.12,-14.04
170,1.4,15.35,-13.52
180,1.32,14.28,-12.61
190,1.3,13.06,-11.33
200,1.45,12.03,-9.82
210,1.81,10.98,-7.98
220,2.15,9.51,-5.93
230,2.16,7.91,-3.64
240,1.88,6.33,-1.21
250,1.7,5.0,1.21
260,1.92,3.87,3.43
270,1.94,2.94,5.25
280,1.81,2.18,6.61
290,1.3,1.16,7.62
300,-0.05,0.07,8.47
310,-2.79,-0.87,8.89
320,-6.64,-2.35,9.05
330,-11.66,-3.66,9.28
340,-18.48,-4.77,9.61
350,-26.11,-6.09,9.88
360,-35.33,-6.88,8.87
370,-43.49,-6.69,5.6
380,-47.27,-5.41,1.78
390,-48.37,-5.39,-0.9
400,-46.39,-5.23,-1.68
410,-41.14,-7.11,-0.74
420,-35.53,-9.43,-0.43
430,-29.41,-11.16,-2.9
440,-21.28,-11.91,-8.88
450,-11.32,-11.84,-17.68
460,-0.43,-10.98,-29.36
470,11.31,-8.56,-42.42
480,22.6,-5.04,-52.44
490,29.84,-1.75,-56.46
500,34.62,0.55,-55.28
510,38.79,1.12,-54.23
520,40.37,1.45,-53.71
530,39.11,1.85,-51.53
540,36.37,0.98,-46.54
550,32.22,-0.63,-40.4
560,26.75,-2.46,-33.88
570,20.99,-4.48,-27.55
580,15.87,-6.07,-22.41
590,10.09,-6.59,-18.5
600,3.45,-6.31,-15.03
610,-3.35,-6.15,-10.86
620,-10.49,-5.86,-6.22
630,-17.09,-5.07,-1.35
640,-21.22,-3.65,3.06
650,-24.19,-2.62,7.38
660,-27.73,-1.25,11.46
670,-32.71,0.13,14.87
680,-38.96,1.63,17.53
690,-43.99,2.58,19.77
700,-47.22,3.79,21.89
710,-45.89,4.01,23.09
720,-41.88,3.29,22.79
730,-36.67,1.93,20.68
740,-30.38,0.0,17.21
750,-24.67,-1.42,12.58
760,-19.97,-2.75,7.38
770,-15.81,-4.35,1.69
780,-11.96,-6.24,-4.1
790,-8.48,-7.8,-10.42
800,-3.45,-9.35,-17.59
810,3.22,-8.42,-25.79
820,7.84,-6.15,-33.62
830,10.23,-3.36,-39.99
840,12.22,-1.99,-43.39
850,13.25,-0.39,-44.68
860,14.22,0.62,-44.43
870,15.49,2.07,-43.65
880,17.28,3.47,-42.54
890,18.89,4.66,-40.27
900,18.5,4.69,-36.17
910,15.43,4.78,-31.43
920,11.08,4.82,-27.11
930,7.03,4.78,-23.18
940,3.48,4.62,-19.76
950,0.38,4.59,-16.89
960,-2.34,4.79,-14.71
970,-4.38,5.38,-13.17
980,-6.04,5.66,-11.58
990,-6.75,5.75,-10.32
1000,-6.95,5.5,-9.0
