timestamp,x,y,z
0,-1.72,1.75,8.99
10,-1.44,1.89,9.07
20,-1.28,1.91,9.13
30,-1.17,1.94,9.12
40,-0.65,1.96,9.28
50,-0.47,1.92,9.31
60,-0.33,1.84,9.25
70,0.13,1.25,8.78
80,-0.09,1.16,8.23
90,-0.39,1.15,7.79
100,-0.95,1.16,7.13
110,-2.32,0.51,3.86
120,-2.6,0.23,3.1
130,-3.21,0.19,2.74
140,-3.98,0.33,2.56
150,-5.85,0.75,3.39
160,-7.4,1.33,4.4
170,-9.73,2.1,5.89
180,-12.16,2.38,7.81
190,-16.82,-1.23,23.6
200,-16.96,-3.3,28.78
210,-2.72,-17.74,40.63
220,0.69,-19.51,39.23
230,2.14,-9.86,9.73
240,8.89,-7.05,4.33
250,4.86,0.24,-8.0
260,5.01,0.27,-7.05
270,-4.5,-2.14,-3.39
280,-10.06,-3.07,2.58
290,-11.63,-3.37,3.47
300,-13.26,-3.25,4.35
310,-16.67,-2.75,7.78
320,-17.04,-2.96,8.75
330,-17.95,-1.95,7.08
340,-17.95,-2.27,10.44
350,-17.73,-2.57,11.99
360,-14.07,-4.87,17.03
370,-7.1,-6.5,17.01
380,-0.39,-5.71,7.79
390,-1.0,-0.16,4.13
