timestamp,x,y,z
0,1.86,4.24,-12.15
10,2.23,4.72,-12.68
20,2.89,5.28,-13.51
30,3.71,5.83,-14.51
40,4.57,6.27,-15.57
50,5.54,6.55,-16.82
60,6.62,6.61,-18.0
70,7.83,6.41,-18.99
80,8.63,5.8,-19.77
90,9.19,4.88,-20.16
100,9.29,4.13,-20.01
110,9.24,3.44,-19.41
120,9.06,2.56,-18.65
130,8.72,1.77,-17.87
140,8.01,1.14,-17.05
150,7.12,0.59,-16.26
160,6.15,0.17,-15.47
170,5.21,-0.14,-14.62
180,4.22,-0.65,-13.63
190,3.29,-1.08,-12.39
200,2.38,-1.42,-10.92
210,1.35,-1.73,-9.36
220,0.23,-2.02,-7.69
230,-1.26,-2.21,-5.69
240,-3.22,-2.17,-3.55
250,-5.62,-1.93,-1.12
260,-8.05,-0.87,1.42
270,-10.97,0.1,4.31
280,-14.3,1.6,7.28
290,-18.36,3.21,10.06
300,-22.23,5.22,12.72
310,-25.47,6.69,14.42
320,-28.4,7.85,14.73
330,-28.67,7.52,14.13
340,-27.49,7.57,12.12
350,-25.98,6.48,10.49
360,-23.73,4.32,7.93
370,-20.93,1.87,4.61
380,-17.56,-1.12,0.63
390,-13.49,-4.24,-3.69
400,-9.12,-7.44,-8.27
410,-4.73,-10.61,-12.32
420,1.04,-13.27,-16.45
430,6.95,-15.56,-20.92
440,13.18,-17.1,-25.61
450,19.05,-18.04,-29.48
460,21.91,-17.39,-30.79
470,23.25,-15.55,-30.6
480,23.34,-13.74,-28.48
490,22.7,-12.44,-25.63
500,21.42,-11.81,-23.25
510,19.08,-10.7,-21.1
520,15.65,-9.39,-19.14
530,12.53,-7.91,-17.58
540,9.49,-6.06,-16.05
550,5.87,-4.15,-14.49
560,1.88,-2.18,-12.98
570,-2.59,0.34,-11.61
580,-6.67,3.32,-10.7
590,-9.53,4.74,-9.62
600,-11.26,7.1,-8.82
610,-13.61,9.02,-7.59
620,-15.53,10.97,-6.09
630,-18.48,13.26,-4.01
640,-20.92,16.29,-2.11
650,-23.85,18.31,0.26
660,-25.89,20.41,2.65
670,-27.09,21.72,4.63
680,-27.18,21.72,5.92
690,-26.14,20.7,6.12
700,-24.54,18.04,5.71
710,-21.95,13.91,4.53
720,-19.05,9.33,2.49
730,-15.33,4.77,-0.95
740,-11.33,1.27,-5.46
750,-7.15,-1.77,-9.33
760,-2.79,-4.55,-12.88
770,1.17,-6.65,-15.97
780,4.5,-8.37,-18.85
790,7.5,-9.79,-21.24
800,10.08,-10.79,-23.03
810,12.42,-11.35,-24.16
820,13.94,-11.56,-24.58
830,14.61,-11.16,-24.23
840,14.3,-9.9,-23.11
850,13.22,-7.98,-21.6
860,11.7,-5.85,-19.63
870,9.93,-3.81,-17.46
880,8.0,-1.65,-15.29
890,6.04,0.23,-13.33
900,4.23,1.83,-11.71
910,2.61,3.18,-10.58
920,1.41,4.23,-9.93
930,0.51,5.03,-9.61
940,-0.24,5.58,-9.29
950,-0.8,5.77,-8.94
960,-1.13,5.85,-8.68
970,-1.35,5.78,-8.52
980,-1.56,5.6,-8.35
990,-1.7,5.53,-8.35
1000,-1.79,5.31,-8.44
