timestamp,x,y,z
0,-5.24,10.47,1.04
10,-5.21,10.27,0.72
20,-4.75,10.07,0.67
30,-4.17,9.93,0.37
40,-3.38,9.76,0.33
50,-2.54,9.63,0.14
60,-1.72,9.67,-0.17
70,-0.79,9.11,-0.4
80,0.27,8.9,-0.68
90,1.45,8.59,-1.37
100,2.75,8.32,-2.27
110,3.98,7.88,-3.28
120,5.1,7.54,-4.4
130,6.36,7.02,-4.93
140,7.17,6.18,-4.1
150,8.12,4.95,-3.7
160,8.69,3.64,-3.62
170,9.41,1.3,-2.81
180,8.49,-0.49,-1.96
190,6.71,-2.71,-0.77
200,4.76,-4.91,-0.43
210,1.48,-6.64,-0.21
220,-2.31,-7.66,1.5
230,-6.0,-7.61,2.78
240,-8.54,-7.1,4.5
250,-9.69,-5.83,7.85
260,-11.29,-4.03,12.79
270,-13.27,-1.4,18.33
280,-15.15,1.27,23.69
290,-16.25,2.94,27.53
300,-16.63,3.66,29.93
310,-16.45,3.41,29.97
320,-16.47,2.82,27.72
330,-16.45,2.01,24.94
340,-15.57,0.82,22.8
350,-14.88,0.02,20.95
360,-14.38,-0.51,19.49
370,-13.7,-1.28,17.9
380,-12.21,-2.81,15.72
390,-10.61,-4.28,13.11
400,-9.04,-5.72,10.25
410,-8.09,-5.92,6.87
420,-7.25,-5.56,3.57
430,-5.55,-4.71,0.97
440,-2.85,-3.99,-0.23
450,-1.06,-2.38,-2.14
460,-0.0,-0.51,-4.07
470,1.4,1.29,-5.83
480,2.52,3.03,-7.1
490,3.27,4.37,-7.5
500,3.57,5.46,-7.45
510,3.72,6.26,-6.96
520,3.76,6.8,-6.02
530,3.29,7.32,-4.87
540,2.65,7.77,-3.83
550,2.09,8.09,-2.94
560,1.62,8.34,-2.28
570,1.03,8.58,-1.79
580,0.28,8.92,-1.3
590,-0.42,9.18,-0.84
600,-0.91,9.41,-0.46
610,-1.27,9.51,-0.07
620,-1.51,9.48,0.28
630,-1.83,9.5,0.46
640,-2.06,9.51,0.61
650,-2.19,9.49,0.66
660,-2.25,9.48,0.6
670,-2.3,9.47,0.52
680,-2.37,9.49,0.44
690,-2.37,9.49,0.4
700,-2.46,9.48,0.43
710,-2.73,9.55,0.29
720,-3.0,9.61,0.29
730,-3.19,9.6,0.45
740,-3.31,9.61,0.57
750,-3.38,9.64,0.62
760,-3.39,9.62,0.64
770,-3.37,9.59,0.62
780,-3.34,9.57,0.63
790,-3.39,9.62,0.62
800,-3.28,9.62,0.58
810,-3.1,9.57,0.45
820,-2.91,9.49,0.27
830,-2.68,9.43,0.21
840,-2.47,9.36,0.12
850,-2.34,9.3,-0.05
860,-2.24,9.27,-0.23
870,-2.2,9.26,-0.35
880,-2.21,9.24,-0.34
890,-2.18,9.23,-0.18
900,-2.25,9.26,0.09
910,-2.27,9.34,0.25
920,-2.25,9.34,0.3
930,-2.26,9.41,0.28
940,-2.28,9.47,0.16
950,-2.26,9.49,-0.03
960,-2.19,9.46,-0.17
970,-2.1,9.4,-0.28
980,-2.07,9.36,-0.34
990,-2.07,9.35,-0.17
1000,-2.09,9.32,0.15
