timestamp,x,y,z
0,-6.31,8.44,-1.02
10,-7.47,9.06,0.47
20,-8.56,9.48,2.28
30,-9.03,10.26,4.13
40,-8.9,10.64,5.49
50,-8.32,10.05,6.14
60,-7.2,9.75,5.56
70,-5.95,9.43,4.32
80,-5.23,9.03,2.89
90,-4.37,8.75,0.77
100,-2.96,8.12,-1.05
110,-1.35,7.49,-2.84
120,0.66,7.24,-4.33
130,2.67,6.56,-5.77
140,4.91,5.49,-6.81
150,7.25,4.65,-7.45
160,9.9,3.71,-7.02
170,12.68,2.19,-5.41
180,13.95,1.06,-3.31
190,13.39,-0.34,-1.81
200,11.97,-2.38,-0.41
210,10.23,-4.45,0.3
220,7.24,-7.13,0.96
230,3.22,-9.13,2.22
240,-3.0,-10.44,4.13
250,-9.12,-9.62,6.65
260,-13.61,-7.85,9.91
270,-13.9,-7.46,12.4
280,-12.62,-7.13,16.01
290,-11.72,-6.49,19.59
300,-12.45,-4.5,22.39
310,-13.7,-2.68,26.02
320,-14.26,-1.16,28.67
330,-14.5,0.14,30.49
340,-14.93,0.91,32.01
350,-14.31,0.28,30.65
360,-14.06,0.28,28.5
370,-12.73,-0.72,25.85
380,-10.62,-1.97,23.59
390,-8.74,-3.19,21.45
400,-7.27,-4.27,19.03
410,-6.05,-5.6,16.2
420,-5.02,-6.95,12.55
430,-4.25,-7.69,8.92
440,-3.95,-7.52,5.58
450,-4.3,-6.99,2.83
460,-4.88,-5.12,-1.18
470,-5.26,-3.15,-4.41
480,-4.91,-1.13,-6.6
490,-4.03,0.5,-7.78
500,-2.85,1.99,-8.27
510,-1.85,3.17,-7.86
520,-1.0,4.18,-7.16
530,-0.45,5.01,-6.51
540,-0.4,5.81,-5.94
550,-1.01,6.63,-5.27
560,-1.8,7.37,-4.48
570,-2.51,7.85,-3.52
580,-3.13,8.29,-2.87
590,-3.54,8.6,-2.39
600,-3.86,8.78,-1.9
610,-3.82,8.79,-1.36
620,-3.68,8.76,-0.83
630,-3.4,8.71,-0.4
640,-3.28,8.64,-0.15
650,-3.21,8.56,0.22
660,-3.31,8.64,0.51
670,-3.55,8.73,0.51
680,-3.78,8.71,0.35
690,-3.75,8.6,0.52
700,-3.61,8.46,0.73
710,-3.57,8.44,0.71
720,-3.57,8.43,0.6
730,-3.58,8.37,0.62
740,-3.66,8.41,1.0
750,-3.81,8.49,1.47
760,-4.02,8.58,1.69
770,-4.18,8.53,1.84
780,-4.18,8.37,2.1
790,-4.27,8.37,2.25
800,-4.48,8.44,2.3
810,-4.59,8.56,2.13
820,-4.55,8.54,2.1
830,-4.51,8.56,2.38
840,-4.5,8.63,2.57
850,-4.5,8.61,2.57
860,-4.53,8.62,2.58
870,-4.54,8.62,2.54
880,-4.55,8.57,2.35
890,-4.48,8.49,2.07
900,-4.35,8.41,1.82
910,-4.27,8.34,1.6
920,-4.15,8.31,1.43
930,-4.02,8.27,1.34
940,-3.95,8.27,1.39
950,-3.89,8.28,1.59
960,-3.88,8.26,1.7
970,-3.98,8.3,1.69
980,-4.04,8.33,1.61
990,-4.09,8.36,1.62
1000,-4.06,8.35,1.78
