timestamp,x,y,z
0,0.89,9.14,-6.25
10,0.75,9.18,-6.99
20,0.42,9.11,-7.82
30,0.09,9.16,-8.47
40,-0.14,9.21,-8.86
50,-0.33,9.27,-9.08
60,-0.61,9.5,-9.18
70,-1.0,9.67,-9.01
80,-1.65,9.92,-8.29
90,-2.14,9.82,-7.0
100,-2.86,10.15,-5.82
110,-3.72,10.19,-4.21
120,-4.37,10.31,-2.73
130,-4.55,10.71,-1.53
140,-4.14,10.57,-0.2
150,-3.78,10.07,0.71
160,-3.24,9.93,1.52
170,-2.63,9.68,2.29
180,-1.82,8.22,3.62
190,-1.24,7.35,4.26
200,-0.31,6.71,5.05
210,0.55,6.11,5.37
220,2.53,7.43,5.25
230,4.42,7.22,5.21
240,7.11,6.61,5.74
250,9.27,4.59,6.49
260,10.76,2.25,6.59
270,11.03,-0.83,6.61
280,10.76,-4.36,7.09
290,8.8,-8.59,7.71
300,5.72,-12.69,7.49
310,1.78,-16.36,6.16
320,-2.51,-19.84,4.3
330,-6.04,-21.72,2.72
340,-10.68,-21.32,1.41
350,-16.71,-18.11,1.56
360,-21.79,-14.17,3.48
370,-23.05,-11.37,6.84
380,-23.7,-9.98,10.19
390,-27.1,-8.7,11.73
400,-30.36,-5.69,11.7
410,-32.06,-3.39,12.55
420,-32.49,-2.89,14.08
430,-31.87,-2.83,14.47
440,-30.39,-3.16,13.47
450,-28.12,-3.66,11.7
460,-25.73,-4.0,10.19
470,-23.6,-4.47,9.47
480,-20.95,-5.24,9.69
490,-18.31,-5.81,9.78
500,-15.76,-7.14,10.03
510,-13.35,-8.29,9.58
520,-11.23,-8.87,8.16
530,-10.23,-8.41,5.98
540,-10.24,-7.32,3.88
550,-10.97,-5.9,1.97
560,-11.39,-4.5,0.51
570,-11.26,-4.1,-0.72
580,-10.89,-3.99,-1.76
590,-9.31,-4.83,-2.52
600,-7.09,-5.41,-2.78
610,-4.94,-6.21,-2.6
620,-2.28,-6.68,-2.44
630,-0.08,-6.58,-2.6
640,2.08,-5.63,-3.3
650,4.42,-3.6,-3.88
660,9.61,5.6,-6.19
670,8.48,4.56,-11.32
680,9.8,4.34,-11.85
690,10.01,4.46,-9.3
700,8.38,5.04,-7.95
710,6.14,5.65,-6.52
720,4.53,5.92,-4.66
730,3.3,6.49,-2.69
740,2.39,7.14,-1.36
750,1.66,7.76,-1.25
760,1.01,8.37,-1.72
770,0.43,9.05,-2.43
780,-0.44,9.62,-2.78
790,-1.07,10.0,-2.64
800,-1.53,10.17,-2.34
810,-1.53,10.28,-1.98
820,-1.36,10.32,-2.18
830,-0.92,10.24,-2.36
840,-0.45,10.04,-2.47
850,0.06,9.86,-2.4
860,0.64,9.74,-2.26
870,1.06,9.63,-2.02
880,1.49,9.57,-1.82
890,1.84,9.53,-1.76
900,2.12,9.45,-1.58
910,2.24,9.33,-1.42
920,2.22,9.32,-1.52
930,1.62,9.52,-1.52
940,0.79,9.72,-1.13
950,0.22,9.84,-0.94
960,-0.01,9.94,-1.25
970,-0.26,9.92,-1.56
980,-0.37,9.97,-1.85
990,-0.4,9.87,-2.25
1000,-0.33,9.75,-2.74
