timestamp,x,y,z
0,2.88,7.59,-9.53
10,2.27,7.49,-9.66
20,1.93,7.58,-9.54
30,1.19,7.51,-9.2
40,0.69,7.45,-8.76
50,0.27,7.44,-8.37
60,0.01,7.47,-8.02
70,-0.11,7.51,-7.56
80,-0.09,7.29,-6.84
90,0.25,7.29,-6.12
100,0.7,7.15,-5.29
110,1.09,6.93,-4.27
120,1.5,6.89,-3.28
130,1.82,6.98,-2.06
140,1.89,6.91,-0.79
150,2.06,6.87,0.37
160,2.43,6.8,1.46
170,3.09,6.63,2.75
180,4.13,6.3,4.3
190,5.0,5.87,5.75
200,5.87,5.37,6.82
210,7.04,4.83,7.55
220,7.44,4.16,7.99
230,7.92,3.41,8.15
240,7.99,2.72,8.0
250,8.01,1.66,7.84
260,7.87,0.14,7.81
270,7.29,-1.89,7.85
280,6.81,-4.47,7.63
290,5.1,-7.32,7.09
300,2.04,-9.73,6.1
310,-1.84,-11.09,5.42
320,-5.49,-12.3,5.24
330,-9.07,-12.33,6.3
340,-13.32,-10.92,7.4
350,-16.9,-9.19,8.85
360,-18.47,-8.37,11.17
370,-19.35,-7.89,13.02
380,-20.97,-6.32,13.04
390,-22.63,-5.37,12.92
400,-23.92,-4.5,13.55
410,-25.04,-3.67,14.52
420,-26.21,-2.78,15.18
430,-27.3,-1.91,15.57
440,-27.95,-1.74,16.23
450,-27.83,-1.67,16.48
460,-26.69,-1.66,16.13
470,-24.68,-2.23,16.26
480,-22.1,-3.33,16.98
490,-19.46,-4.72,17.89
500,-17.13,-6.26,17.9
510,-15.03,-8.36,16.73
520,-12.79,-11.1,14.45
530,-10.24,-14.08,11.07
540,-7.7,-15.97,6.76
550,-5.32,-16.08,2.94
560,-3.47,-14.62,0.04
570,-2.25,-12.07,-2.5
580,-1.15,-9.04,-4.63
590,-0.3,-6.34,-6.56
600,1.3,-3.7,-8.41
610,2.61,-1.52,-10.54
620,4.62,-0.14,-11.25
630,6.6,0.9,-10.59
640,8.04,1.58,-9.3
650,9.12,2.39,-8.89
660,9.84,3.17,-8.77
670,10.09,3.94,-8.74
680,10.09,4.57,-8.84
690,9.9,4.97,-8.6
700,9.09,5.36,-8.28
710,8.01,5.68,-7.86
720,6.96,5.95,-7.56
730,6.1,6.19,-7.38
740,5.3,6.3,-7.06
750,4.63,6.42,-6.69
760,3.94,6.67,-6.47
770,3.56,6.88,-6.31
780,3.4,7.11,-6.27
790,3.27,7.32,-6.31
800,3.24,7.46,-6.31
810,3.22,7.55,-6.3
820,3.29,7.7,-6.22
830,3.48,7.83,-6.2
840,3.59,7.89,-6.09
850,3.53,7.97,-5.74
860,3.45,8.1,-5.49
870,3.4,8.26,-5.43
880,3.15,8.41,-5.55
890,2.74,8.61,-5.47
900,2.34,8.7,-5.27
910,2.08,8.8,-5.38
920,1.98,8.81,-5.47
930,1.57,8.97,-5.6
940,1.21,9.01,-5.43
950,1.06,9.03,-5.38
960,1.15,9.0,-5.39
970,1.06,8.98,-5.3
980,0.98,9.0,-5.09
990,1.03,9.04,-5.04
1000,1.3,9.0,-5.18
