timestamp,x,y,z
0,-1.97,9.53,1.96
10,-2.04,9.49,1.92
20,-2.06,9.47,1.92
30,-2.05,9.48,1.81
40,-2.02,9.46,1.68
50,-1.86,9.46,1.39
60,-1.69,9.41,1.1
70,-1.44,9.37,0.85
80,-1.1,9.28,0.69
90,-0.76,9.11,0.43
100,0.04,9.07,0.31
110,0.49,8.59,-0.36
120,1.63,8.23,-1.58
130,2.96,7.58,-3.35
140,4.1,6.6,-4.96
150,4.09,5.92,-5.74
160,4.52,4.83,-5.9
170,4.49,2.93,-6.02
180,4.61,0.89,-5.0
190,3.67,-1.89,-3.11
200,2.54,-5.31,-0.41
210,-0.03,-8.12,2.72
220,-4.31,-9.33,4.98
230,-8.0,-9.26,7.54
240,-10.86,-8.52,9.17
250,-12.37,-8.01,11.15
260,-14.21,-5.22,15.18
270,-15.3,-1.71,21.12
280,-13.52,-0.72,27.39
290,-10.85,0.6,32.45
300,-9.6,1.48,34.11
310,-9.48,1.65,32.5
320,-8.38,0.9,29.46
330,-6.69,-0.09,26.49
340,-5.54,-1.1,24.4
350,-5.58,-1.65,23.23
360,-6.7,-2.88,21.68
370,-7.98,-4.51,19.36
380,-8.42,-5.4,16.08
390,-8.26,-8.41,12.16
400,-7.48,-9.48,8.15
410,-7.12,-8.88,4.18
420,-7.5,-6.95,-0.57
430,-6.18,-4.52,-3.97
440,-4.39,-2.73,-6.67
450,-1.76,-0.94,-8.86
460,0.71,0.86,-10.28
470,2.8,2.22,-11.02
480,4.11,3.67,-11.2
490,4.8,5.36,-10.93
500,5.04,6.11,-10.18
510,4.55,6.79,-8.98
520,3.88,7.23,-7.17
530,3.32,7.46,-5.2
540,2.75,7.65,-3.74
550,1.92,7.96,-2.83
560,1.48,8.3,-2.17
570,1.08,8.61,-1.87
580,0.7,8.96,-1.91
590,0.42,9.25,-2.09
600,0.37,9.47,-2.18
610,0.34,9.7,-2.23
620,0.18,9.85,-1.97
630,0.14,9.94,-1.26
640,0.29,10.01,-0.69
650,0.57,10.04,-0.51
660,0.75,10.06,-0.42
670,0.79,10.06,-0.4
680,0.81,10.07,-0.61
690,0.69,10.11,-0.78
700,0.62,10.11,-0.66
710,0.54,10.07,-0.48
720,0.33,10.13,-0.39
730,0.33,10.05,-0.12
740,0.3,10.13,-0.05
750,0.32,10.06,-0.14
760,0.26,10.03,-0.49
770,0.17,10.02,-0.81
780,0.11,10.03,-1.0
790,0.1,10.06,-1.02
800,0.06,9.99,-0.79
810,0.04,9.91,-0.53
820,-0.08,9.88,-0.41
830,-0.21,9.9,-0.33
840,-0.32,9.91,-0.44
850,-0.32,9.9,-0.51
860,-0.21,9.84,-0.59
870,-0.05,9.79,-0.65
880,0.07,9.7,-0.42
890,0.19,9.63,-0.1
900,0.27,9.6,0.15
910,0.23,9.58,0.37
920,0.2,9.58,0.49
930,0.14,9.61,0.51
940,0.13,9.59,0.45
950,0.14,9.65,0.39
960,0.2,9.6,0.26
970,0.28,9.51,0.08
980,0.23,9.41,-0.12
990,0.15,9.33,-0.13
1000,0.11,9.28,-0.17
