timestamp,x,y,z
0,-5.18,8.66,-0.61
10,-5.15,8.65,-0.52
20,-5.0,8.62,-0.36
30,-4.69,8.54,-0.34
40,-4.57,8.58,-0.43
50,-4.78,8.6,-0.78
60,-5.07,8.66,-0.9
70,-4.98,8.71,-1.2
80,-5.55,8.77,-1.01
90,-6.04,8.87,-1.4
100,-6.65,8.96,-1.41
110,-6.63,9.04,-1.48
120,-7.36,8.87,-1.11
130,-7.73,9.22,-1.27
140,-7.96,9.48,-1.54
150,-8.09,9.19,-0.89
160,-8.63,9.35,0.46
170,-8.12,9.58,0.67
180,-9.19,10.42,-0.16
190,-10.17,11.26,-0.68
200,-10.86,11.98,-0.76
210,-11.01,12.33,-0.8
220,-10.79,12.25,-0.66
230,-9.97,11.99,-0.24
240,-8.82,11.67,0.05
250,-7.48,11.48,0.38
260,-5.89,11.32,0.86
270,-5.28,11.0,1.26
280,-2.76,11.08,2.77
290,-2.74,10.56,2.34
300,-1.66,10.23,1.81
310,-1.27,9.79,2.15
320,-1.8,9.11,1.59
330,0.43,8.23,2.59
340,0.05,8.43,1.34
350,0.61,7.98,3.35
360,2.11,6.98,2.83
370,2.3,6.83,1.81
380,2.86,6.15,1.92
390,3.22,5.77,1.78
400,3.71,5.3,1.9
410,4.45,4.59,2.03
420,5.64,3.65,1.7
430,7.12,2.61,1.19
440,8.3,1.67,0.53
450,9.65,0.25,-0.92
460,10.4,-0.56,-1.4
470,11.41,-2.16,-2.85
480,15.08,-3.85,-6.69
490,9.05,-5.66,-5.69
500,10.99,-7.05,-7.72
510,9.12,-9.21,-7.12
520,6.52,-11.07,-5.67
530,3.37,-12.96,-3.36
540,1.55,-15.39,-0.65
550,0.32,-18.46,1.09
560,-1.91,-21.45,3.27
570,-5.65,-23.06,5.98
580,-10.0,-22.38,8.0
590,-15.08,-21.11,10.07
600,-21.49,-16.08,12.29
610,-25.8,-11.17,15.48
620,-25.44,-8.27,19.71
630,-21.81,-7.36,23.33
640,-15.24,-8.58,30.75
650,-15.77,-8.06,27.09
660,-18.46,-7.93,27.91
670,-20.37,-8.02,28.32
680,-20.34,-7.72,29.11
690,-20.97,-7.13,29.07
700,-21.09,-6.06,27.63
710,-19.09,-6.28,28.65
720,-16.96,-6.78,29.92
730,-15.15,-7.63,30.53
740,-13.86,-8.64,30.57
750,-12.52,-10.17,30.2
760,-11.42,-12.0,28.63
770,-9.85,-14.4,25.29
780,-8.54,-16.68,21.06
790,-8.06,-18.3,16.45
800,-8.09,-18.53,11.49
810,-9.7,-19.12,5.27
820,-9.51,-19.19,0.46
830,-6.6,-19.14,-5.11
840,-3.44,-17.44,-11.83
850,-0.23,-13.18,-19.79
860,3.84,-8.38,-25.69
870,3.5,-5.69,-24.95
880,4.12,-3.31,-21.26
890,4.17,-1.8,-16.64
900,3.54,-0.48,-12.31
910,2.73,1.02,-8.91
920,2.01,2.44,-6.89
930,1.16,3.49,-5.85
940,-0.9,4.99,-4.39
950,-1.15,5.83,-3.39
960,-0.84,6.6,-2.98
970,-0.6,6.92,-1.64
980,-0.17,7.05,-0.4
990,0.12,7.33,0.74
1000,0.39,7.56,1.58
