timestamp,x,y,z
0,-4.44,8.56,-5.27
10,-4.88,8.66,-5.99
20,-5.32,8.81,-6.54
30,-5.47,8.79,-6.82
40,-5.52,8.66,-6.97
50,-5.59,8.55,-7.05
60,-5.63,8.31,-6.88
70,-5.74,8.39,-6.84
80,-6.05,8.3,-6.88
90,-6.1,8.36,-6.68
100,-6.08,8.4,-6.18
110,-5.61,8.35,-5.38
120,-4.72,8.46,-4.49
130,-3.51,8.28,-3.66
140,-2.11,8.1,-2.79
150,-0.52,7.87,-1.91
160,1.29,7.64,-1.07
170,3.2,7.3,-0.16
180,5.45,6.84,0.97
190,8.03,5.89,2.6
200,10.71,4.24,4.66
210,12.91,2.66,6.46
220,13.69,1.33,7.18
230,13.21,-0.87,7.56
240,11.24,-3.78,7.93
250,8.2,-6.72,7.33
260,5.35,-9.86,5.75
270,2.64,-13.63,3.63
280,-1.86,-16.97,2.38
290,-7.3,-17.66,2.22
300,-14.39,-15.92,4.09
310,-19.38,-11.98,6.39
320,-20.68,-8.77,9.69
330,-22.44,-8.47,13.44
340,-26.33,-6.6,15.57
350,-29.61,-2.84,14.31
360,-30.81,-1.65,14.52
370,-31.07,-1.96,14.96
380,-31.13,-2.37,15.61
390,-30.92,-2.72,14.59
400,-31.22,-2.53,13.4
410,-31.64,-1.81,12.11
420,-29.89,-2.28,11.06
430,-26.77,-3.63,10.3
440,-22.61,-5.88,9.7
450,-18.05,-8.56,8.8
460,-12.44,-12.8,7.93
470,-7.07,-15.19,6.72
480,-2.81,-15.64,4.13
490,-0.11,-13.69,0.54
500,1.44,-9.74,-4.03
510,2.3,-5.41,-8.3
520,3.43,-2.14,-11.23
530,4.45,0.12,-11.9
540,6.3,0.74,-9.2
550,7.24,1.11,-6.22
560,7.88,2.17,-4.71
570,7.73,3.13,-3.29
580,7.41,3.93,-2.59
590,6.44,4.78,-1.92
600,4.94,5.77,-2.04
610,3.43,6.88,-2.7
620,1.97,7.85,-3.13
630,0.42,8.64,-3.59
640,-0.99,9.25,-3.8
650,-2.02,9.89,-4.05
660,-2.97,10.74,-4.26
670,-4.36,11.0,-4.03
680,-5.86,10.95,-3.57
690,-6.98,10.63,-2.82
700,-7.74,10.14,-2.0
710,-7.39,9.64,-1.76
720,-6.7,9.37,-2.01
730,-5.79,9.08,-2.23
740,-4.84,8.87,-2.37
750,-4.2,8.86,-2.66
760,-3.73,8.89,-2.89
770,-3.33,8.92,-2.81
780,-2.94,8.83,-2.89
790,-2.68,8.77,-2.9
800,-2.65,8.76,-2.98
810,-2.99,8.83,-2.8
820,-3.38,8.96,-2.51
830,-3.65,9.05,-2.43
840,-3.78,9.15,-2.43
850,-3.85,9.22,-2.25
860,-3.83,9.23,-2.31
870,-3.74,9.24,-2.6
880,-3.57,9.19,-2.84
890,-3.36,9.08,-2.96
900,-3.09,8.98,-3.03
910,-2.96,8.96,-3.11
920,-2.95,8.95,-3.14
930,-3.03,8.99,-3.11
940,-3.1,9.02,-3.03
950,-3.08,9.05,-3.06
960,-3.27,9.03,-3.08
970,-3.18,8.94,-2.99
980,-2.86,8.91,-2.94
990,-2.36,8.57,-2.87
1000,-1.99,8.44,-2.85
